//Version: ScorePerfmMatch_v170503
// Score: gt_hmm.txt
// Perfm: est_spr.txt
// fmt3x: gt_fmt3x.txt
P1-1-1	0	2	B4	80	80	0	-1	21259	*	3	0
P1-1-2	2	4	F5	80	80	0	-1	21297	*	3	-
P1-1-3	4	6	G5	80	80	0	-1	21259	*	3	-
P1-1-4	6	8	B5	80	80	0	-1	21297	*	3	-
P1-1-16	6.66	6.7	G4	80	80	1	-1	21411	*	3	-
P1-1-17	6.86	6.9	D#4	80	80	1	-1	21423	*	3	-
P1-1-18	6.9	6.94	F4	80	80	1	-1	21423	*	3	-
P1-1-32	6.96	7	D4	80	80	2	-1	21435	*	3	-
P1-1-19	7.02	7.06	D4	80	80	1	-1	21435	*	3	-
P1-1-20	7.12	7.16	G3	80	80	1	-1	21485	*	3	-
P1-1-21	7.16	7.2	G3	80	80	1	-1	21485	*	3	-
P1-1-22	7.2	7.24	B3	80	80	1	-1	21485	*	3	-
P1-1-23	7.24	7.28	G#3	80	80	1	-1	21498	*	3	-
P1-1-24	7.3	7.34	D3	80	80	1	-1	21535	*	3	-
P1-1-25	7.34	7.38	F3	80	80	1	-1	21548	*	3	-
P1-1-26	7.46	7.5	D#3	80	80	1	-1	21548	*	3	-
P1-1-27	7.82	7.86	D3	80	80	1	-1	21561	*	3	-
P1-1-28	8	8.04	G2	80	80	1	-1	21785	*	3	-
P1-1-29	8.04	8.08	B2	80	80	1	-1	21798	*	3	-
P1-1-5	8.08	8.12	G2	80	80	0	-1	21811	*	3	-
P1-1-30	8.14	8.18	G#2	80	80	1	-1	21811	*	3	-
P1-1-6	8.24	8.28	F2	80	80	0	-1	21823	*	3	-
P1-1-7	8.52	8.56	D2	80	80	0	-1	21835	*	3	-
P1-1-8	8.62	8.66	D#2	80	80	0	-1	21848	*	3	-
P1-1-9	8.84	8.88	D2	80	80	0	-1	21861	*	3	-
P1-1-10	8.98	9.02	C2	80	80	0	-1	21873	*	3	-
P1-1-11	9.16	9.2	G1	80	80	0	-1	21885	*	3	-
P1-1-12	9.32	9.36	C2	80	80	0	-1	21898	*	3	-
P1-1-13	9.5	9.64	G#4	80	80	0	-1	21947	*	3	-
P1-1-14	9.64	9.78	G#5	80	80	0	-1	21947	*	3	-
P1-1-31	9.78	9.82	G1	80	80	1	-1	21948	*	3	-
P1-1-15	10.02	10.06	C2	80	80	0	-1	21948	*	3	-
P1-2-1	10.06	10.56	D#5	80	80	0	-1	21985	*	3	-
P1-2-2	10.56	11.06	F5	80	80	0	-1	22023	*	3	-
P1-2-3	11.06	11.1	G1	80	80	0	-1	21961	*	3	-
P1-2-4	11.1	11.14	C2	80	80	0	-1	21961	*	3	-
P1-2-5	11.34	11.38	G1	80	80	0	-1	21961	*	3	-
P1-2-6	11.6	12.1	G4	80	80	0	-1	21973	*	3	-
P1-2-7	12.1	12.6	F5	80	80	0	-1	21985	*	3	-
P1-2-8	12.6	13.1	G5	80	80	0	-1	21985	*	3	-
P1-2-9	13.6	13.64	G4	80	80	0	-1	21973	*	3	-
P1-2-10	13.72	13.76	F4	80	80	0	-1	21973	*	3	-
P1-2-11	13.88	13.92	B2	80	80	0	-1	22099	*	3	-
P1-3-1	14.44	14.48	G2	80	80	0	-1	22099	*	3	-
P1-3-2	16.92	17.42	F5	80	80	0	-1	22124	*	3	-
P1-3-3	17.42	17.92	G5	80	80	0	-1	22149	*	3	-
P1-3-4	17.92	18.42	F6	80	80	0	-1	22285	*	3	-
P1-4-1	18.6	18.64	D5	80	80	0	-1	22297	*	3	-
P1-4-2	18.64	18.68	D6	80	80	0	-1	22309	*	3	-
P1-4-3	18.74	18.78	D#5	80	80	0	-1	22322	*	3	-
P1-4-4	18.78	18.82	D#6	80	80	0	-1	22334	*	3	-
P1-4-5	18.9	18.94	D5	80	80	0	-1	22347	*	3	-
P1-4-6	19.06	19.1	B4	80	80	0	-1	22371	*	3	-
P1-4-37	19.16	19.2	D6	80	80	1	-1	22383	*	3	-
P1-4-7	19.28	19.32	G4	80	80	0	-1	22395	*	3	-
P1-4-8	19.32	19.36	G5	80	80	0	-1	22407	*	3	-
P1-4-38	19.32	19.36	B5	80	80	1	-1	22407	*	3	-
P1-4-9	19.46	19.5	G#5	80	80	0	-1	22432	*	3	-
P1-4-10	19.5	19.54	G#4	80	80	0	-1	22445	*	3	-
P1-4-11	19.62	19.66	G4	80	80	0	-1	22445	*	3	-
P1-4-12	19.68	19.72	G5	80	80	0	-1	22457	*	3	-
P1-4-13	19.82	19.86	F4	80	80	0	-1	22469	*	3	-
P1-4-14	19.86	19.9	F5	80	80	0	-1	22481	*	3	-
P1-4-15	20	20.04	D4	80	80	0	-1	22493	*	3	-
P1-4-16	20.04	20.08	D5	80	80	0	-1	22505	*	3	-
P1-4-17	20.22	20.26	D#4	80	80	0	-1	22518	*	3	-
P1-4-18	20.26	20.3	D#5	80	80	0	-1	22530	*	3	-
P1-4-19	20.44	20.48	D4	80	80	0	-1	22543	*	3	-
P1-4-20	20.48	20.52	D5	80	80	0	-1	22555	*	3	-
P1-4-21	20.62	20.66	E5	80	80	0	-1	22555	*	3	-
P1-4-22	20.78	20.82	B4	80	80	0	-1	22579	*	3	-
P1-4-23	20.86	20.9	B3	80	80	0	-1	22579	*	3	-
P1-4-24	20.98	21.02	G3	80	80	0	-1	22591	*	3	-
P1-4-25	21.06	21.1	G4	80	80	0	-1	22603	*	3	-
P1-4-26	21.12	21.16	G#4	80	80	0	-1	22603	*	3	-
P1-4-27	21.22	21.26	G#3	80	80	0	-1	22616	*	3	-
P1-4-28	21.32	21.36	A4	80	80	0	-1	22628	*	3	-
P1-4-29	21.42	21.46	G3	80	80	0	-1	22641	*	3	-
P1-4-30	21.46	21.5	G4	80	80	0	-1	22653	*	3	-
P1-4-31	21.62	21.66	F4	80	80	0	-1	22653	*	3	-
P1-4-32	21.66	21.7	F3	80	80	0	-1	22665	*	3	-
P1-4-33	21.82	21.86	D4	80	80	0	-1	22701	*	3	-
P1-4-39	21.82	22.06	D4	80	80	1	-1	22701	*	3	-
P1-4-34	22.08	22.32	C4	80	80	0	-1	22701	*	3	-
P1-4-35	22.32	22.56	G3	80	80	0	-1	22799	*	3	-
P1-4-40	22.32	22.82	G4	80	80	1	-1	22799	*	3	-
P1-4-36	22.58	22.82	D#3	80	80	0	-1	22922	*	3	-
P1-4-41	22.82	23.32	C5	80	80	1	-1	23045	*	3	-
P1-4-42	23.32	23.82	D#5	80	80	1	-1	23167	*	3	-
P1-4-43	23.82	24.32	G5	80	80	1	-1	23289	*	3	-
P1-5-1	24.4	24.64	D3	80	80	0	-1	23387	*	3	-
P1-5-16	24.4	25.4	G4	80	80	1	-1	23485	*	3	-
