//TPQN: 50
//HmmVersion: 170101
0	0	1	CH	1	1	0	0	0	1	D2	0	P1-1-1	
50	50	1	CH	1	1	0	0	0	1	A3	0	P1-1-2	
100	100	1	CH	1	1	0	0	0	1	D4	0	P1-1-3	
150	150	1	CH	1	1	0	0	0	1	A4	0	P1-1-4	
200	200	1	CH	1	1	0	0	0	1	D4	0	P1-1-5	
250	250	1	CH	1	1	0	0	0	1	A3	0	P1-2-1	
300	300	1	CH	1	1	0	0	0	1	F#3	0	P1-2-2	
350	350	1	CH	1	1	0	0	0	1	A2	0	P1-2-3	
400	400	1	CH	1	1	0	0	0	1	D4	0	P1-2-4	
450	450	1	CH	1	1	0	0	0	1	D2	0	P1-2-5	
500	500	1	CH	1	1	0	0	0	1	A3	0	P1-3-1	
550	550	1	CH	1	1	0	0	0	1	D4	0	P1-3-2	
600	600	1	CH	1	1	0	0	0	1	A4	0	P1-3-3	
650	650	1	CH	1	1	0	0	0	1	D4	0	P1-3-4	
700	700	1	CH	1	1	0	0	0	1	A3	0	P1-3-5	
750	750	1	CH	1	1	0	0	0	1	F#3	0	P1-4-1	
800	800	1	CH	1	1	0	0	0	1	A2	0	P1-4-2	
850	850	1	CH	1	1	0	0	0	1	D4	0	P1-4-3	
900	900	1	CH	1	1	0	0	0	1	F#4	0	P1-4-4	
1100	1100	1	CH	1	1	0	0	0	1	D2	0	P1-4-5	
1150	1150	1	CH	1	1	0	0	0	1	A3	0	P1-5-1	
1200	1200	1	CH	1	1	0	0	0	1	A4	0	P1-5-2	
1250	1250	1	CH	1	1	0	0	0	1	D4	0	P1-5-3	
1300	1300	1	CH	1	1	0	0	0	1	A3	0	P1-5-4	
1350	1350	1	CH	1	1	0	0	0	1	E4	0	P1-5-5	
1450	1450	1	CH	1	1	0	0	0	1	C#4	0	P1-6-1	
1500	1500	1	CH	1	1	0	0	0	1	G4	0	P1-6-2	
1550	1550	1	CH	1	1	0	0	0	1	A4	0	P1-6-3	
1600	1600	1	CH	1	1	0	0	0	1	A3	0	P1-6-4	
1650	1650	1	CH	1	1	0	0	0	1	F#4	0	P1-6-5	
1850	1850	1	CH	1	1	0	0	0	1	D3	0	P1-6-6	
1900	1900	1	CH	1	1	0	0	0	1	A3	0	P1-6-7	
1950	1950	1	CH	1	1	0	0	0	1	A4	0	P1-7-1	
2000	2000	1	CH	1	1	0	0	0	1	D4	0	P1-7-2	
2050	2050	1	CH	1	1	0	0	0	1	A3	0	P1-7-3	
2100	2100	1	CH	1	1	0	0	0	1	B3	0	P1-7-4	
2200	2200	1	CH	1	1	0	0	0	1	D4	0	P1-7-5	
2250	2250	1	CH	1	1	0	0	0	1	A4	0	P1-7-6	
2300	2300	1	CH	1	1	0	0	0	1	A3	0	P1-8-1	
2350	2350	1	CH	1	1	0	0	0	1	C#4	0	P1-8-2	
2550	2550	1	CH	1	1	0	0	0	1	D2	0	P1-8-3	
2600	2600	1	CH	1	1	0	0	0	1	A3	0	P1-8-4	
2650	2650	1	CH	1	1	0	0	0	1	G4	0	P1-8-5	
2700	2700	1	CH	1	1	0	0	0	1	A4	0	P1-8-6	
2750	2750	1	CH	1	1	0	0	0	1	D4	0	P1-9-1	
2800	2800	1	CH	1	1	0	0	0	1	A3	0	P1-9-2	
2850	2850	1	CH	1	1	0	0	0	1	D4	0	P1-9-3	
2900	2900	1	CH	1	1	0	0	0	1	B3	0	P1-9-4	
2950	2950	1	CH	1	1	0	0	0	1	A4	0	P1-9-5	
3000	3000	1	CH	1	1	0	0	0	1	C#4	0	P1-9-6	
3025	3025	1	CH	1	1	0	0	0	1	A3	0	P1-9-7	
3075	3075	1	CH	1	1	0	0	0	1	D4	0	P1-9-8	
3100	3100	1	CH	1	1	0	0	0	1	E4	0	P1-10-1	
3300	3300	1	CH	1	1	0	0	0	1	D3	0	P1-10-2	
3350	3350	1	CH	1	1	0	0	0	1	A3	0	P1-10-3	
3400	3400	1	CH	1	1	0	0	0	1	G4	0	P1-10-4	
3450	3450	1	CH	1	1	0	0	0	1	A4	0	P1-10-5	
3500	3500	1	CH	1	1	0	0	0	1	D4	0	P1-10-6	
3550	3550	1	CH	1	1	0	0	0	1	A3	0	P1-11-1	
3600	3600	1	CH	1	1	0	0	0	1	F#4	0	P1-11-2	
3700	3700	1	CH	1	1	0	0	0	1	C4	0	P1-11-3	
3750	3750	1	CH	1	1	0	0	0	1	A4	0	P1-11-4	
3775	3775	1	CH	1	1	0	0	0	1	D5	0	P1-11-5	
3800	3800	1	CH	1	1	0	0	0	1	D3	0	P1-11-6	
3850	3850	1	CH	1	1	0	0	0	1	G4	0	P1-11-7	
4050	4050	1	CH	1	1	0	0	0	1	B3	0	P1-11-8	
4100	4100	1	CH	1	1	0	0	0	1	D2	0	P1-12-1	
4150	4150	1	CH	1	1	0	0	0	1	B3	0	P1-12-2	
4200	4200	1	CH	1	1	0	0	0	1	D5	0	P1-12-3	
4250	4250	1	CH	1	1	0	0	0	1	D4	0	P1-12-4	
4300	4300	1	CH	1	1	0	0	0	1	B3	0	P1-12-5	
4400	4400	1	CH	1	1	0	0	0	1	F#4	0	P1-13-1	
4500	4500	1	CH	1	1	0	0	0	1	A#3	0	P1-13-2	
4550	4550	1	CH	1	1	0	0	0	1	D4	0	P1-13-3	
4600	4600	1	CH	1	1	0	0	0	1	G4	0	P1-13-4	
