//Version: PianoRoll_v170101
P1-1-1	0.000000	0.500000	C#4	80	80	0
P1-1-2	0.500000	1.000000	A3	80	80	0
P1-1-3	1.000000	1.500000	F#3	80	80	0
P1-1-4	1.500000	2.500000	D4	80	80	0
P1-1-5	3.000000	3.240000	C#4	80	80	0
P1-1-6	3.260000	3.500000	B3	80	80	0
P1-1-7	3.500000	4.500000	C#4	80	80	0
P1-2-1	5.500000	6.000000	F#4	80	80	0
P1-2-2	6.500000	7.000000	B3	80	80	0
P1-2-3	7.500000	7.740000	A3	80	80	0
P1-2-4	7.760000	8.000000	G#3	80	80	0
P1-2-5	8.000000	8.500000	A3	80	80	0
P1-3-1	8.500000	9.000000	F#3	80	80	0
P1-3-2	9.000000	9.240000	G#3	80	80	0
P1-3-3	9.260000	9.500000	A3	80	80	0
P1-3-4	9.500000	9.620000	G#3	80	80	0
P1-3-5	9.620000	9.740000	A3	80	80	0
P1-3-6	9.740000	9.860000	G#3	80	80	0
P1-3-7	9.880000	10.000000	A3	80	80	0
P1-3-8	10.000000	10.120000	G#3	80	80	0
P1-3-9	10.120000	10.240000	A3	80	80	0
P1-3-10	10.240000	10.360000	G#3	80	80	0
P1-3-11	10.380000	10.500000	A3	80	80	0
P1-3-12	10.500000	10.620000	G#3	80	80	0
P1-3-13	10.620000	10.740000	A3	80	80	0
P1-3-14	10.740000	10.860000	G#3	80	80	0
P1-3-15	10.880000	11.000000	F#3	80	80	0
P1-3-16	11.000000	11.120000	G#3	80	80	0
P1-3-17	11.120000	11.620000	F#3	80	80	0
P1-3-18	11.620000	12.120000	G#3	80	80	0
P1-3-19	12.120000	12.620000	A3	80	80	0
P1-4-1	12.620000	13.120000	F#4	80	80	0
P1-4-2	13.120000	13.620000	B3	80	80	0
P1-4-3	13.620000	14.120000	E4	80	80	0
P1-4-4	14.120000	14.620000	C#4	80	80	0
P1-4-5	14.620000	15.120000	C#4	80	80	0
P1-4-6	15.120000	16.120000	A4	80	80	0
P1-4-7	16.120000	16.620000	D#4	80	80	0
P1-4-8	16.620000	17.620000	E4	80	80	0
P1-4-9	17.620000	17.860000	G#4	80	80	0
P1-4-10	17.860000	18.100000	F#4	80	80	0
P1-4-11	18.100000	19.100000	G#4	80	80	0
P1-5-1	19.100000	19.600000	E4	80	80	0
P1-5-2	19.600000	20.600000	A#3	80	80	0
P1-5-3	20.600000	21.100000	C#5	80	80	0
P1-5-4	21.100000	22.100000	F#4	80	80	0
P1-5-5	22.100000	22.600000	C4	80	80	0
P1-5-6	22.600000	23.600000	C#4	80	80	0
P1-5-7	23.600000	23.840000	E4	80	80	0
P1-5-8	23.840000	24.080000	D#4	80	80	0
P1-5-9	24.080000	24.580000	E4	80	80	0
P1-6-1	24.580000	25.080000	C#4	80	80	0
P1-6-2	25.080000	25.200000	D#4	80	80	0
P1-6-3	25.200000	25.320000	E4	80	80	0
P1-6-4	25.340000	25.460000	D#4	80	80	0
P1-6-5	25.460000	25.580000	C4	80	80	0
P1-6-6	25.580000	25.700000	E4	80	80	0
P1-6-7	25.700000	25.820000	D#4	80	80	0
P1-6-8	25.820000	25.940000	A#3	80	80	0
P1-6-9	25.940000	26.060000	E4	80	80	0
P1-6-10	26.080000	26.200000	D#4	80	80	0
P1-6-11	26.200000	26.320000	E4	80	80	0
P1-6-12	26.320000	26.440000	C4	80	80	0
P1-6-13	26.440000	26.560000	D#4	80	80	0
P1-6-14	26.560000	26.680000	E4	80	80	0
P1-6-15	26.700000	26.820000	D#4	80	80	0
P1-6-16	26.820000	26.940000	E4	80	80	0
P1-6-17	26.940000	27.060000	D#4	80	80	0
P1-6-18	27.060000	27.560000	G#3	80	80	0
P1-6-19	27.560000	27.680000	C#4	80	80	0
P1-6-20	27.680000	27.800000	D#4	80	80	0
P1-6-21	27.800000	28.300000	C#4	80	80	0
P1-6-22	28.300000	29.300000	E4	80	80	0
P1-6-23	29.300000	29.800000	C#5	80	80	0
P1-6-24	29.800000	30.800000	F#4	80	80	0
P1-7-1	30.800000	31.300000	A3	80	80	0
P1-7-2	31.300000	32.300000	D4	80	80	0
P1-7-3	32.300000	32.800000	B4	80	80	0
