//TPQN: 50
//HmmVersion: 170101
0	0	1	CH	1	1	0	0	0	1	A3	0	P1-1-1	
200	200	1	CH	1	1	0	0	0	1	D#4	0	P1-1-2	
400	400	1	CH	1	1	0	0	0	1	A4	0	P1-1-3	
600	600	1	CH	1	1	0	0	0	1	F3	0	P1-1-4	
800	800	1	CH	1	1	0	0	0	1	C3	0	P1-1-5	
1000	1000	1	CH	1	1	0	0	0	1	A#3	0	P1-1-6	
1100	1100	1	CH	1	1	0	0	0	1	D#4	0	P1-1-7	
1200	1200	1	CH	1	1	0	0	0	1	A#4	0	P1-1-8	
1300	1300	1	CH	1	1	0	0	0	1	F3	0	P1-1-9	
1500	1500	1	CH	1	1	0	0	0	1	A#2	0	P1-1-10	
1700	1700	1	CH	1	1	0	0	0	1	D5	0	P1-2-1	
1750	1750	1	CH	1	1	0	0	0	1	C5	0	P1-2-2	
1775	1775	1	CH	1	1	0	0	0	1	C4	0	P1-2-3	
1975	1975	1	CH	1	1	0	0	0	1	D#4	0	P1-2-4	
2175	2175	1	CH	1	1	0	0	0	1	C5	0	P1-2-5	
2375	2375	1	CH	1	1	0	0	0	1	F3	0	P1-2-6	
2575	2575	1	CH	1	1	0	0	0	1	A2	0	P1-2-7	
2775	2775	1	CH	1	1	0	0	0	1	A#3	0	P1-3-1	
2875	2875	1	CH	1	1	0	0	0	1	D#4	0	P1-3-2	
2975	2975	1	CH	1	1	0	0	0	1	A#4	0	P1-3-3	
3075	3075	1	CH	1	1	0	0	0	1	F3	0	P1-3-4	
3275	3275	1	CH	1	1	0	0	0	1	A#2	0	P1-3-5	
3375	3375	1	CH	1	1	0	0	0	1	A4	0	P1-4-1	
3475	3475	1	CH	1	1	0	0	0	1	A3	0	P1-4-2	
3575	3575	1	CH	1	1	0	0	0	1	D#4	0	P1-4-3	
3675	3675	1	CH	1	1	0	0	0	1	C3	0	P1-4-4	
3775	3775	1	CH	1	1	0	0	0	1	G4	0	P1-4-5	
3875	3875	1	CH	1	1	0	0	0	1	A#3	0	P1-4-6	
3975	3975	1	CH	1	1	0	0	0	1	D#4	0	P1-4-7	
