//TPQN: 50
//HmmVersion: 170101
0	0	1	CH	1	1	0	0	0	1	D4	0	P1-1-1	
50	50	1	CH	1	1	0	0	0	1	F4	0	P1-1-2	
62	62	1	CH	1	1	0	0	0	1	E3	0	P1-1-3	
112	112	1	CH	1	1	0	0	0	1	A3	0	P1-1-4	
124	124	1	CH	1	1	0	0	0	1	C4	0	P1-1-5	
174	174	1	CH	1	1	0	0	0	1	E4	0	P1-1-6	
186	186	1	CH	1	1	0	0	0	1	D3	0	P1-1-7	
236	236	1	CH	1	1	0	0	0	1	C4	0	P1-1-8	
286	286	1	CH	1	1	0	0	0	1	E4	0	P1-2-1	
298	298	1	CH	1	1	0	0	0	1	A2	0	P1-2-2	
398	398	1	CH	1	1	0	0	0	1	C3	0	P1-2-3	
448	448	1	CH	1	1	0	0	0	1	A3	0	P1-2-4	
460	460	1	CH	1	1	0	0	0	1	A4	0	P1-2-5	
510	510	1	CH	1	1	0	0	0	1	C4	0	P1-2-6	
560	560	1	CH	1	1	0	0	0	1	E4	0	P1-2-7	
572	572	1	CH	1	1	0	0	0	1	C4	0	P1-2-8	
584	584	1	CH	1	1	0	0	0	1	E4	0	P1-3-1	
784	784	1	CH	1	1	0	0	0	1	E3	0	P1-3-2	
984	984	1	CH	1	1	0	0	0	1	C3	0	P1-3-3	
1034	1034	1	CH	1	1	0	0	0	1	C4	0	P1-3-4	
1046	1046	1	CH	1	1	0	0	0	1	A3	0	P1-3-5	
1146	1146	1	CH	1	1	0	0	0	1	E4	0	P1-3-6	
1546	1546	1	CH	1	1	0	0	0	1	D4	0	P1-3-7	
1596	1596	1	CH	1	1	0	0	0	1	C3	0	P1-3-8	
1646	1646	1	CH	1	1	0	0	0	1	D3	0	P1-3-9	
1658	1658	1	CH	1	1	0	0	0	1	E3	0	P1-4-1	
1858	1858	1	CH	1	1	0	0	0	1	F3	0	P1-4-2	
1870	1870	1	CH	1	1	0	0	0	1	D4	0	P1-4-3	
1920	1920	1	CH	1	1	0	0	0	1	G3	0	P1-4-4	
2120	2120	1	CH	1	1	0	0	0	1	C4	0	P1-4-5	
2170	2170	1	CH	1	1	0	0	0	1	D4	0	P1-4-6	
2270	2270	1	CH	1	1	0	0	0	1	G2	0	P1-4-7	
2320	2320	1	CH	1	1	0	0	0	1	A2	0	P1-4-8	
2520	2520	1	CH	1	1	0	0	0	1	G4	0	P1-4-9	
2620	2620	1	CH	1	1	0	0	0	1	A#3	0	P1-4-10	
3020	3020	1	CH	1	1	0	0	0	1	A#2	0	P1-4-11	
3070	3070	1	CH	1	1	0	0	0	1	C3	0	P1-4-12	
3082	3082	1	CH	1	1	0	0	0	1	D3	0	P1-4-13	
3132	3132	1	CH	1	1	0	0	0	1	A3	0	P1-4-14	
3182	3182	1	CH	1	1	0	0	0	1	D4	0	P1-4-15	
3282	3282	1	CH	1	1	0	0	0	1	E3	0	P1-4-16	
3482	3482	1	CH	1	1	0	0	0	1	G3	0	P1-5-1	
3682	3682	1	CH	1	1	0	0	0	1	E4	0	P1-5-2	
3782	3782	1	CH	1	1	0	0	0	1	A3	0	P1-5-3	
3832	3832	1	CH	1	1	0	0	0	1	B2	0	P1-5-4	
3844	3844	1	CH	1	1	0	0	0	1	C4	0	P1-5-5	
3894	3894	1	CH	1	1	0	0	0	1	E4	0	P1-5-6	
3994	3994	1	CH	1	1	0	0	0	1	E3	0	P1-6-1	
4194	4194	1	CH	1	1	0	0	0	1	E4	0	P1-6-2	
4294	4294	1	CH	1	1	0	0	0	1	E3	0	P1-7-1	
4494	4494	1	CH	1	1	0	0	0	1	C4	0	P1-7-2	
4506	4506	1	CH	1	1	0	0	0	1	A3	0	P1-7-3	
4606	4606	1	CH	1	1	0	0	0	1	E4	0	P1-7-4	
5006	5006	1	CH	1	1	0	0	0	1	E3	0	P1-8-1	
5206	5206	1	CH	1	1	0	0	0	1	E4	0	P1-9-1	
5306	5306	1	CH	1	1	0	0	0	1	G3	0	P1-10-1	
5706	5706	1	CH	1	1	0	0	0	1	B4	0	P1-10-2	
5756	5756	1	CH	1	1	0	0	0	1	B3	0	P1-10-3	
5768	5768	1	CH	1	1	0	0	0	1	C5	0	P1-11-1	
6168	6168	1	CH	1	1	0	0	0	1	B4	0	P1-11-2	
6268	6268	1	CH	1	1	0	0	0	1	B3	0	P1-11-3	
6293	6293	1	CH	1	1	0	0	0	1	E4	0	P1-11-4	
6693	6693	1	CH	1	1	0	0	0	1	G4	0	P1-11-5	
6893	6893	1	CH	1	1	0	0	0	1	E3	0	P1-12-1	
7293	7293	1	CH	1	1	0	0	0	1	G4	0	P1-12-2	
7493	7493	1	CH	1	1	0	0	0	1	A3	0	P1-12-3	
7543	7543	1	CH	1	1	0	0	0	1	A4	0	P1-13-1	
7643	7643	1	CH	1	1	0	0	0	1	C5	0	P1-13-2	
8043	8043	1	CH	1	1	0	0	0	1	A4	0	P1-13-3	
8443	8443	1	CH	1	1	0	0	0	1	E4	0	P1-13-4	
8643	8643	1	CH	1	1	0	0	0	1	E5	0	P1-13-5	
8693	8693	1	CH	1	1	0	0	0	1	G4	0	P1-13-6	
8743	8743	1	CH	1	1	0	0	0	1	E5	0	P1-13-7	
8793	8793	1	CH	1	1	0	0	0	1	F#4	0	P1-14-1	
8843	8843	1	CH	1	1	0	0	0	1	B4	0	P1-14-2	
8943	8943	1	CH	1	1	0	0	0	1	G3	0	P1-14-3	
9043	9043	1	CH	1	1	0	0	0	1	G3	0	P1-14-4	
9243	9243	1	CH	1	1	0	0	0	1	E4	0	P1-14-5	
9443	9443	1	CH	1	1	0	0	0	1	G4	0	P1-14-6	
9493	9493	1	CH	1	1	0	0	0	1	G4	0	P1-14-7	
9593	9593	1	CH	1	1	0	0	0	1	G4	0	P1-14-8	
9643	9643	1	CH	1	1	0	0	0	1	G3	0	P1-14-9	
9693	9693	1	CH	1	1	0	0	0	1	G4	0	P1-14-10	
9743	9743	1	CH	1	1	0	0	0	1	A4	0	P1-15-1	
9843	9843	1	CH	1	1	0	0	0	1	B3	0	P1-15-2	
9855	9855	1	CH	1	1	0	0	0	1	F4	0	P1-15-3	
9880	9880	1	CH	1	1	0	0	0	1	C4	0	P1-15-4	
9892	9892	1	CH	1	1	0	0	0	1	E4	0	P1-15-5	
9992	9992	1	CH	1	1	0	0	0	1	G4	0	P1-15-6	
10042	10042	1	CH	1	1	0	0	0	1	B4	0	P1-15-7	
10442	10442	1	CH	1	1	0	0	0	1	A4	0	P1-15-8	
10842	10842	1	CH	1	1	0	0	0	1	D3	0	P1-15-9	
10892	10892	1	CH	1	1	0	0	0	1	B3	0	P1-15-10	
