//TPQN: 50
//HmmVersion: 170101
//DuplicateOnsets: 1760	D5	2	P1-5-12	P1-5-10	
//DuplicateOnsets: 11660	D4	2	P1-27-13	P1-27-10	
//DuplicateOnsets: 14560	D4	2	P1-33-11	P1-33-4	
//DuplicateOnsets: 14610	G4	2	P1-33-12	P1-33-5	
//DuplicateOnsets: 36485	D4	2	P1-69-16	P1-69-15	
//DuplicateOnsets: 37635	D3	2	P1-72-16	P1-72-15	
//DuplicateOnsets: 47085	D#4	2	P1-99-7	P1-99-6	
//DuplicateOnsets: 48085	A#4	2	P1-102-7	P1-102-6	
//DuplicateOnsets: 50635	D#4	2	P1-111-7	P1-111-6	
//DuplicateOnsets: 51635	A#4	2	P1-114-7	P1-114-6	
//DuplicateOnsets: 52185	G3	2	P1-116-7	P1-116-4	
//DuplicateOnsets: 52535	F3	2	P1-117-9	P1-117-8	
//DuplicateOnsets: 54202	C#4	2	P1-123-12	P1-123-8	
//DuplicateOnsets: 54360	B3	2	P1-124-12	P1-124-6	
//DuplicateOnsets: 54535	A#3	2	P1-125-9	P1-125-5	
//DuplicateOnsets: 55502	C#4	2	P1-129-12	P1-129-7	
//DuplicateOnsets: 55660	B3	2	P1-130-12	P1-130-6	
//DuplicateOnsets: 55835	A#3	2	P1-131-11	P1-131-5	
//DuplicateOnsets: 56985	D5	2	P1-136-11	P1-136-5	
//DuplicateOnsets: 62735	E2	2	P1-147-10	P1-147-6	
//DuplicateOnsets: 74810	E6	2	P1-160-12	P1-160-10	
//DuplicateOnsets: 79455	G#5	2	P1-166-28	P1-166-20	
//DuplicateOnsets: 97255	A5	2	P1-202-9	P1-202-5	
//DuplicateOnsets: 97305	G#5	2	P1-202-10	P1-202-7	
//DuplicateOnsets: 99105	C5	2	P1-208-13	P1-208-3	
//DuplicateOnsets: 99180	A#4	2	P1-208-14	P1-208-6	
//DuplicateOnsets: 105355	F#4	2	P1-224-11	P1-224-5	
//DuplicateOnsets: 123495	G5	2	P1-265-16	P1-265-7	
//DuplicateOnsets: 124662	C#4	2	P1-270-16	P1-270-13	
//DuplicateOnsets: 126037	C#4	2	P1-276-16	P1-276-13	
//DuplicateOnsets: 134195	D2	2	P1-297-10	P1-297-6	
//DuplicateOnsets: 147614	G#5	2	P1-316-17	P1-316-11	
//DuplicateOnsets: 148564	G#5	2	P1-318-14	P1-318-7	
//DuplicateOnsets: 148664	G#3	2	P1-318-19	P1-318-15	
//DuplicateOnsets: 152139	G#5	2	P1-324-16	P1-324-10	
//DuplicateOnsets: 153089	G#5	2	P1-326-14	P1-326-7	
//DuplicateOnsets: 160364	A#5	2	P1-336-12	P1-336-5	
0	0	1	CH	1	1	0	0	0	1	C2	0	P1-1-1	
100	100	1	CH	1	1	0	0	0	1	C3	0	P1-1-2	
200	200	1	CH	1	1	0	0	0	1	C2	0	P1-1-3	
225	225	1	CH	1	1	0	0	0	1	C3	0	P1-1-4	
250	250	1	CH	1	1	0	0	0	1	D#2	0	P1-1-5	
275	275	1	CH	1	1	0	0	0	1	D#3	0	P1-1-6	
300	300	1	CH	1	1	0	0	0	1	G#2	0	P1-1-7	
325	325	1	CH	1	1	0	0	0	1	G#3	0	P1-1-8	
350	350	1	CH	1	1	0	0	0	1	A#2	0	P1-1-9	
375	375	1	CH	1	1	0	0	0	1	A#3	0	P1-1-10	
400	400	1	CH	1	1	0	0	0	1	C3	0	P1-2-1	
425	425	1	CH	1	1	0	0	0	1	C4	0	P1-2-2	
450	450	1	CH	1	1	0	0	0	1	G#2	0	P1-2-3	
475	475	1	CH	1	1	0	0	0	1	G#3	0	P1-2-4	
500	500	1	CH	1	1	0	0	0	1	D#3	0	P1-2-5	
525	525	1	CH	1	1	0	0	0	1	D#4	0	P1-2-6	
550	550	1	CH	1	1	0	0	0	1	A#3	0	P1-2-7	
575	575	1	CH	1	1	0	0	0	1	A#4	0	P1-2-8	
600	600	1	CH	1	1	0	0	0	1	C4	0	P1-2-9	
625	625	1	CH	1	1	0	0	0	1	C5	0	P1-2-10	
650	650	1	CH	1	1	0	0	0	1	G#3	0	P1-2-11	
675	675	1	CH	1	1	0	0	0	1	G#4	0	P1-2-12	
700	700	1	CH	1	1	0	0	0	1	D#4	0	P1-2-13	
725	725	1	CH	1	1	0	0	0	1	D#5	0	P1-2-14	
750	750	1	CH	1	1	0	0	0	1	A#4	0	P1-2-15	
775	775	1	CH	1	1	0	0	0	1	A#5	0	P1-2-16	
800	800	1	CH	1	1	0	0	0	1	C5	0	P1-3-1	
825	825	1	CH	1	1	0	0	0	1	C6	0	P1-3-2	
850	850	1	CH	1	1	0	0	0	1	G4	0	P1-3-3	
875	875	1	CH	1	1	0	0	0	1	G5	0	P1-3-4	
900	900	1	CH	1	1	0	0	0	1	A#4	0	P1-3-5	
925	925	1	CH	1	1	0	0	0	1	A#5	0	P1-3-6	
950	950	1	CH	1	1	0	0	0	1	G#4	0	P1-3-7	
975	975	1	CH	1	1	0	0	0	1	G#5	0	P1-3-8	
1000	1000	1	CH	1	1	0	0	0	1	G4	0	P1-3-9	
1050	1050	1	CH	1	1	0	0	0	1	G5	0	P1-3-10	
1100	1100	1	CH	1	1	0	0	0	1	F#4	0	P1-3-11	
1125	1125	1	CH	1	1	0	0	0	1	F#5	0	P1-3-12	
1175	1175	1	CH	1	1	0	0	0	1	F#4	0	P1-4-1	
1200	1200	1	CH	1	1	0	0	0	1	F#5	0	P1-4-2	
1225	1225	1	CH	1	1	0	0	0	1	G4	0	P1-4-3	
1250	1250	1	CH	1	1	0	0	0	1	G5	0	P1-4-4	
1275	1275	1	CH	1	1	0	0	0	1	F#4	0	P1-4-5	
1300	1300	1	CH	1	1	0	0	0	1	F#5	0	P1-4-6	
1325	1325	1	CH	1	1	0	0	0	1	F4	0	P1-4-7	
1350	1350	1	CH	1	1	0	0	0	1	F5	0	P1-4-8	
1375	1375	1	CH	1	1	0	0	0	1	F#4	0	P1-4-9	
1400	1400	1	CH	1	1	0	0	0	1	F#5	0	P1-4-10	
1425	1425	1	CH	1	1	0	0	0	1	A4	0	P1-4-11	
1442	1442	1	CH	1	1	0	0	0	1	A5	0	P1-4-12	
1459	1459	1	CH	1	1	0	0	0	1	G4	0	P1-4-13	
1476	1476	1	CH	1	1	0	0	0	1	G5	0	P1-4-14	
1492	1492	1	CH	1	1	0	0	0	1	D#4	1	P1-4-15	
1509	1509	1	CH	1	1	0	0	0	1	D#5	1	P1-4-16	
1526	1526	1	CH	1	1	0	0	0	1	D#4	0	P1-5-1	
1564	1564	1	CH	1	1	0	0	0	1	D#5	0	P1-5-2	
1602	1602	1	CH	1	1	0	0	0	1	D4	0	P1-5-3	
1614	1614	1	CH	1	1	0	0	0	1	D5	0	P1-5-4	
1626	1626	1	CH	1	1	0	0	0	1	F4	0	P1-5-5	
