//TPQN: 50
//HmmVersion: 170101
0	0	1	CH	1	1	0	0	0	1	F2	0	P1-1-1	
50	50	1	CH	1	1	0	0	0	1	F3	0	P1-1-2	
100	100	1	CH	1	1	0	0	0	1	G#4	0	P1-1-3	
150	150	1	CH	1	1	0	0	0	1	C5	0	P1-1-4	
200	200	1	CH	1	1	0	0	0	1	G2	0	P1-1-5	
250	250	1	CH	1	1	0	0	0	1	G3	0	P1-1-6	
300	300	1	CH	1	1	0	0	0	1	E4	0	P1-1-7	
350	350	1	CH	1	1	0	0	0	1	A#4	0	P1-1-8	
400	400	1	CH	1	1	0	0	0	1	G#2	0	P1-1-9	
450	450	1	CH	1	1	0	0	0	1	G#3	0	P1-1-10	
500	500	1	CH	1	1	0	0	0	1	F4	0	P1-1-11	
550	550	1	CH	1	1	0	0	0	1	G#4	0	P1-1-12	
600	600	1	CH	1	1	0	0	0	1	A#2	0	P1-1-13	
650	650	1	CH	1	1	0	0	0	1	A#3	0	P1-1-14	
700	700	1	CH	1	1	0	0	0	1	C#4	0	P1-1-15	
750	750	1	CH	1	1	0	0	0	1	E4	0	P1-1-16	
800	800	1	CH	1	1	0	0	0	1	G4	0	P1-1-17	
850	850	1	CH	1	1	0	0	0	1	B2	0	P1-2-1	
900	900	1	CH	1	1	0	0	0	1	G#3	0	P1-2-2	
950	950	1	CH	1	1	0	0	0	1	B3	0	P1-2-3	
1000	1000	1	CH	1	1	0	0	0	1	D4	0	P1-2-4	
1050	1050	1	CH	1	1	0	0	0	1	F4	0	P1-2-5	
1100	1100	1	CH	1	1	0	0	0	1	B2	0	P1-2-6	
1150	1150	1	CH	1	1	0	0	0	1	G#3	0	P1-2-7	
1200	1200	1	CH	1	1	0	0	0	1	B3	0	P1-2-8	
1250	1250	1	CH	1	1	0	0	0	1	D4	0	P1-2-9	
1300	1300	1	CH	1	1	0	0	0	1	F4	0	P1-2-10	
1350	1350	1	CH	1	1	0	0	0	1	C3	0	P1-2-11	
1450	1450	1	CH	1	1	0	0	0	1	G3	0	P1-2-12	
1550	1550	1	CH	1	1	0	0	0	1	C4	0	P1-2-13	
1650	1650	1	CH	1	1	0	0	0	1	E4	0	P1-2-14	
1750	1750	1	CH	1	1	0	0	0	1	C2	0	P1-3-1	
1800	1800	1	CH	1	1	0	0	0	1	C3	0	P1-3-2	
1850	1850	1	CH	1	1	0	0	0	1	C5	0	P1-3-3	
1900	1900	1	CH	1	1	0	0	0	1	E5	0	P1-3-4	
1950	1950	1	CH	1	1	0	0	0	1	G5	0	P1-3-5	
2000	2000	1	CH	1	1	0	0	0	1	E2	0	P1-3-6	
2050	2050	1	CH	1	1	0	0	0	1	E3	0	P1-3-7	
2100	2100	1	CH	1	1	0	0	0	1	G4	0	P1-3-8	
2150	2150	1	CH	1	1	0	0	0	1	C5	0	P1-3-9	
2200	2200	1	CH	1	1	0	0	0	1	E5	0	P1-3-10	
2250	2250	1	CH	1	1	0	0	0	1	G2	0	P1-3-11	
2300	2300	1	CH	1	1	0	0	0	1	G3	0	P1-3-12	
2350	2350	1	CH	1	1	0	0	0	1	E4	0	P1-3-13	
2400	2400	1	CH	1	1	0	0	0	1	G4	0	P1-3-14	
2450	2450	1	CH	1	1	0	0	0	1	C5	0	P1-3-15	
2500	2500	1	CH	1	1	0	0	0	1	C3	0	P1-3-16	
2550	2550	1	CH	1	1	0	0	0	1	C4	0	P1-3-17	
2600	2600	1	CH	1	1	0	0	0	1	E4	0	P1-3-18	
2650	2650	1	CH	1	1	0	0	0	1	G4	0	P1-3-19	
2700	2700	1	CH	1	1	0	0	0	1	C5	0	P1-3-20	
2750	2750	1	CH	1	1	0	0	0	1	G2	0	P1-4-1	
2800	2800	1	CH	1	1	0	0	0	1	G3	0	P1-4-2	
2850	2850	1	CH	1	1	0	0	0	1	E4	0	P1-4-3	
2900	2900	1	CH	1	1	0	0	0	1	G4	0	P1-4-4	
2950	2950	1	CH	1	1	0	0	0	1	C5	0	P1-4-5	
3000	3000	1	CH	1	1	0	0	0	1	G1	0	P1-4-6	
3050	3050	1	CH	1	1	0	0	0	1	G2	0	P1-4-7	
3100	3100	1	CH	1	1	0	0	0	1	G4	0	P1-4-8	
3150	3150	1	CH	1	1	0	0	0	1	B4	0	P1-4-9	
3200	3200	1	CH	1	1	0	0	0	1	D5	0	P1-4-10	
3250	3250	1	CH	1	1	0	0	0	1	C2	0	P1-4-11	
3350	3350	1	CH	1	1	0	0	0	1	C3	0	P1-4-12	
3450	3450	1	CH	1	1	0	0	0	1	G4	0	P1-4-13	
3550	3550	1	CH	1	1	0	0	0	1	C5	0	P1-4-14	
3650	3650	1	CH	1	1	0	0	0	1	E5	0	P1-4-15	
3750	3750	1	CH	1	1	0	0	0	1	C2	0	P1-5-1	
3800	3800	1	CH	1	1	0	0	0	1	C3	0	P1-5-2	
3850	3850	1	CH	1	1	0	0	0	1	E5	0	P1-5-3	
3900	3900	1	CH	1	1	0	0	0	1	G5	0	P1-5-4	
3950	3950	1	CH	1	1	0	0	0	1	B1	0	P1-5-5	
4000	4000	1	CH	1	1	0	0	0	1	B2	0	P1-5-6	
4050	4050	1	CH	1	1	0	0	0	1	D5	0	P1-5-7	
4100	4100	1	CH	1	1	0	0	0	1	G5	0	P1-5-8	
4150	4150	1	CH	1	2	1	0	0	2	G5	C2	0	1	P1-5-9	P1-5-11	
4200	4200	1	CH	1	1	0	0	0	1	G#5	0	P1-5-10	
4250	4250	1	CH	1	1	0	0	0	1	C3	1	P1-5-12	
4350	4350	1	CH	1	1	0	0	0	1	E5	1	P1-5-13	
4450	4450	1	CH	1	1	0	0	0	1	C2	0	P1-6-1	
4500	4500	1	CH	1	1	0	0	0	1	C3	0	P1-6-2	
4550	4550	1	CH	1	1	0	0	0	1	E5	0	P1-6-3	
4600	4600	1	CH	1	1	0	0	0	1	G#5	0	P1-6-4	
4650	4650	1	CH	1	1	0	0	0	1	C#2	0	P1-6-5	
4700	4700	1	CH	1	1	0	0	0	1	C#3	0	P1-6-6	
4750	4750	1	CH	1	1	0	0	0	1	F5	0	P1-6-7	
4800	4800	1	CH	1	1	0	0	0	1	G#5	0	P1-6-8	
4850	4850	1	CH	1	1	0	0	0	1	C#2	0	P1-6-9	
4900	4900	1	CH	1	1	0	0	0	1	C#3	0	P1-6-10	
4950	4950	1	CH	1	1	0	0	0	1	F5	0	P1-6-11	
5000	5000	1	CH	1	1	0	0	0	1	G#5	0	P1-6-12	
5050	5050	1	CH	1	1	0	0	0	1	G#5	0	P1-6-13	
5100	5100	1	CH	1	1	0	0	0	1	D2	0	P1-6-14	
5150	5150	1	CH	1	1	0	0	0	1	D3	0	P1-6-15	
5200	5200	1	CH	1	1	0	0	0	1	F5	0	P1-6-16	
5250	5250	1	CH	1	1	0	0	0	1	G#5	0	P1-6-17	
5300	5300	1	CH	1	1	0	0	0	1	A#5	0	P1-6-18	
