//Version: ScorePerfmMatch_v170503
// Score: gt_hmm.txt
// Perfm: est_spr.txt
// fmt3x: gt_fmt3x.txt
P1-1-1	0	0.5	B3	80	80	0	-1	5454	*	3	0
P1-1-2	0.5	1	G3	80	80	0	-1	5574	*	3	-
P1-1-3	1	1.5	A#3	80	80	0	-1	5586	*	3	-
P1-1-4	1.5	2	A#3	80	80	0	-1	5598	*	3	-
P1-1-5	2	2.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-6	2.5	3	A#3	80	80	0	-1	5598	*	3	-
P1-1-7	3	3.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-8	3.5	4	A#3	80	80	0	-1	5598	*	3	-
P1-1-9	4	4.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-10	4.5	5	A#3	80	80	0	-1	5598	*	3	-
P1-1-11	5	5.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-12	5.5	6	A#3	80	80	0	-1	5598	*	3	-
P1-1-13	6	6.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-14	6.5	7	A#3	80	80	0	-1	5598	*	3	-
P1-1-15	7	7.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-16	7.5	8	A#3	80	80	0	-1	5598	*	3	-
P1-1-17	8	8.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-18	8.5	9	A#3	80	80	0	-1	5598	*	3	-
P1-1-19	9	9.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-20	9.5	10	A#3	80	80	0	-1	5598	*	3	-
P1-1-21	10	10.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-22	10.5	11	A#3	80	80	0	-1	5598	*	3	-
P1-1-23	11	11.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-24	11.5	12	A#3	80	80	0	-1	5598	*	3	-
P1-1-25	12	12.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-26	12.5	13	A#3	80	80	0	-1	5598	*	3	-
P1-1-27	13	13.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-28	13.5	14	A#3	80	80	0	-1	5598	*	3	-
P1-1-29	14	14.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-30	14.5	15	A#3	80	80	0	-1	5598	*	3	-
P1-1-31	15	15.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-32	15.5	16	A#3	80	80	0	-1	5598	*	3	-
P1-1-33	16	16.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-34	16.5	17	A#3	80	80	0	-1	5598	*	3	-
P1-1-35	17	17.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-36	17.5	18	A#3	80	80	0	-1	5598	*	3	-
P1-1-37	18	18.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-38	18.5	19	A#3	80	80	0	-1	5598	*	3	-
P1-1-39	19	19.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-40	19.5	20	A#3	80	80	0	-1	5598	*	3	-
P1-1-41	20	20.5	A#4	80	80	0	-1	5586	*	3	-
P1-1-42	20.5	21	A#4	80	80	0	-1	5586	*	3	-
P1-1-43	21	21.5	A#4	80	80	0	-1	5586	*	3	-
P1-1-44	21.5	22	A#3	80	80	0	-1	5598	*	3	-
P1-1-45	22	22.5	A#4	80	80	0	-1	5586	*	3	-
P1-1-46	22.5	23	A#4	80	80	0	-1	5586	*	3	-
P1-1-47	23	23.5	A#4	80	80	0	-1	5586	*	3	-
P1-1-48	23.5	24	A#4	80	80	0	-1	5586	*	3	-
P1-1-49	24	24.5	A#4	80	80	0	-1	5586	*	3	-
P1-1-50	24.5	25	A#3	80	80	0	-1	5598	*	3	-
P1-1-51	25	25.5	A#3	80	80	0	-1	5598	*	3	-
P1-1-52	25.5	26	A#3	80	80	0	-1	5598	*	3	-
P1-1-53	26	26.5	A#3	80	80	0	-1	5598	*	3	-
