//Version: ScorePerfmMatch_v170503
// Score: gt_hmm.txt
// Perfm: est_spr.txt
// fmt3x: gt_fmt3x.txt
P1-1-1	0	0.24	B4	80	80	0	0	0	P1-1-1	1	0
P1-1-2	0.24	0.48	C3	80	80	0	0	12	P1-1-2	0	-
P1-1-3	0.48	0.72	G4	80	80	0	0	37	P1-1-3	1	-
P1-1-4	0.72	0.96	D4	80	80	0	0	49	P1-1-4	0	-
P1-1-5	0.96	1.2	G#3	80	80	0	0	61	P1-1-5	0	-
P1-1-6	1.2	1.44	D4	80	80	0	0	73	P1-1-6	0	-
P1-1-7	1.44	1.68	G#4	80	80	0	0	85	P1-1-7	0	-
P1-1-8	1.68	1.92	D4	80	80	0	0	109	P1-1-9	0	-
P1-1-9	1.92	2.16	A#4	80	80	0	0	133	P1-1-11	0	-
P1-1-10	2.16	2.4	C4	80	80	0	0	145	P1-1-12	0	-
P1-1-11	2.4	2.64	G#4	80	80	0	0	157	P1-1-13	0	-
P1-1-12	2.64	2.88	A#4	80	80	0	0	157	P1-1-13	0	-
P1-1-13	2.88	3.12	G4	80	80	0	0	169	P1-1-14	0	-
P1-1-14	3.12	3.36	G4	80	80	0	0	169	P1-1-14	0	-
P1-1-15	3.36	3.6	G4	80	80	0	0	169	P1-1-14	0	-
P1-1-16	3.6	3.84	G4	80	80	0	0	169	P1-1-14	0	-
P1-1-17	3.84	4.08	G4	80	80	0	0	169	P1-1-14	0	-
P1-2-1	4.08	4.32	G4	80	80	0	0	181	P1-1-15	0	-
P1-2-2	4.32	4.56	A#3	80	80	0	0	193	P1-1-16	1	-
P1-2-3	4.56	4.8	G4	80	80	0	0	205	P1-2-1	0	-
P1-2-4	4.8	5.04	A#3	80	80	0	0	217	P1-2-2	0	-
P1-2-5	5.04	5.28	G4	80	80	0	0	217	P1-2-2	0	-
P1-2-6	5.28	5.52	D#3	80	80	0	0	229	P1-2-3	0	-
P1-2-7	5.52	5.76	F#5	80	80	0	0	266	P1-2-5	0	-
P1-2-8	5.76	6	A#3	80	80	0	0	278	P1-2-6	0	-
P1-2-9	6	6.24	G5	80	80	0	0	290	P1-2-7	0	-
P1-2-10	6.24	6.48	G4	80	80	0	0	290	P1-2-7	0	-
P1-2-11	6.48	6.72	D#3	80	80	0	0	302	P1-2-8	0	-
P1-2-12	6.72	6.96	F#5	80	80	0	0	352	P1-2-9	0	-
P1-2-13	6.96	7.2	A#3	80	80	0	-1	278	*	3	-
P1-2-14	7.2	7.44	G5	80	80	0	-1	290	*	3	-
P1-2-15	7.44	7.68	D#3	80	80	0	-1	302	*	3	-
P1-2-16	7.68	7.92	F#5	80	80	0	-1	352	*	3	-
P1-2-17	7.92	8.16	A#3	80	80	0	-1	364	*	3	-
P1-2-18	8.16	8.4	G5	80	80	0	-1	376	*	3	-
P1-2-19	8.4	8.64	D#4	80	80	0	-1	388	*	3	-
P1-2-20	8.64	8.88	A#3	80	80	0	-1	388	*	3	-
P1-2-21	8.88	9.12	F#5	80	80	0	-1	352	*	3	-
P1-2-22	9.12	9.36	A#3	80	80	0	-1	364	*	3	-
P1-2-23	9.36	9.6	G5	80	80	0	-1	290	*	3	-
P1-2-24	9.6	9.84	D#3	80	80	0	-1	302	*	3	-
P1-2-25	9.84	10.08	F#5	80	80	0	-1	352	*	3	-
P1-2-26	10.08	10.32	A#3	80	80	0	-1	364	*	3	-
P1-3-1	10.32	10.56	G5	80	80	0	-1	376	*	3	-
P1-3-2	10.56	10.8	D#4	80	80	0	-1	388	*	3	-
P1-3-3	10.8	11.04	A#3	80	80	0	-1	388	*	3	-
P1-3-4	11.04	11.28	F#5	80	80	0	-1	352	*	3	-
P1-3-5	11.28	11.52	A#3	80	80	0	-1	278	*	3	-
P1-3-6	11.52	11.76	G5	80	80	0	-1	290	*	3	-
P1-3-7	11.76	12	D#3	80	80	0	-1	302	*	3	-
P1-3-8	12	12.24	F#5	80	80	0	-1	352	*	3	-
P1-3-9	12.24	12.48	A#3	80	80	0	-1	364	*	3	-
P1-3-10	12.48	12.72	G5	80	80	0	-1	376	*	3	-
P1-3-11	12.72	12.96	D#4	80	80	0	-1	388	*	3	-
P1-3-12	12.96	13.2	A#3	80	80	0	-1	388	*	3	-
P1-3-13	13.2	13.44	F#5	80	80	0	-1	352	*	3	-
P1-3-14	13.44	13.68	A#3	80	80	0	-1	278	*	3	-
P1-3-15	13.68	13.92	G5	80	80	0	-1	290	*	3	-
P1-3-16	13.92	14.16	D#3	80	80	0	-1	302	*	3	-
P1-3-17	14.16	14.4	F#5	80	80	0	-1	352	*	3	-
